date,theme,mention_number,old_basket,old_source,old_direction,new_basket,new_source,new_direction,new_reasoning,changed,override_exists
2025-10-30,AI capex ROI positive,5,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"GOOGL, META, MSFT, AMZN",BAKER_NAMED,LONG,"Baker explicitly recommends remaining long the major hyperscalers as a group, citing strong ROIC and massive cash cushions, with these four companies named as the relevant set.",YES,NO
2025-10-30,Custom ASIC failure thesis,1,"NVDA, GOOGL, AVGO(short)",PAIR_TRADE,PAIR_TRADE,"NVDA, AVGO",BAKER_NAMED,PAIR_TRADE,"Baker is bullish Nvidia as the structural beneficiary of custom ASIC failures and bearish Broadcom whose ASIC business faces execution risk, forming a natural pair trade.",YES,YES
2025-10-30,Google TPU competitive position,2,GOOGL,BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly argues NVDA's roundtripping concerns are overblown and its investments should be viewed as rational competitive moat-building, making the stock more attractive than the negative narrative suggests.",YES,NO
2025-10-30,Optical networking / interconnect,7,"CIEN, COHR, LITE",BAKER_NAMED,LONG,GOOGL,BAKER_NAMED,SHORT,"Baker explicitly argues that Google's advertising revenue model will be structurally disrupted by AI-driven outcome-based affiliate fees, representing a bearish view on GOOGL's long-term earnings power.",YES,NO
2025-10-30,SaaS existential disruption,4,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,,NO_BASKET,,"The thesis is a sector-wide structural framework about how to interpret SaaS gross margins in the AI era, without naming specific companies, and 'application SaaS' is too broad a universe to resolve to a small set of tickers.",YES,YES
2025-10-30,Scaling laws intact,7,SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is a broad sector call that AI infrastructure buildout remains intact, but no specific companies are named or implied narrowly enough to resolve to a small ticker basket.",YES,NO
2025-12-09,AI capex ROI positive,6,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"META, GOOGL",BAKER_NAMED,LONG,"Baker argues the largest hyperscaler GPU spenders are generating real, auditable ROIC improvements from AI, making the bear case empirically weak, with META and GOOGL named as the primary examples.",YES,NO
2025-12-09,China AI distillation / export controls,6,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,Baker explicitly identifies Nvidia as the direct beneficiary of concentrated advanced compute spending in the US as Chinese demand is structurally suppressed.,YES,YES
2025-12-09,Custom ASIC failure thesis,2,"NVDA, GOOGL, AVGO(short)",PAIR_TRADE,PAIR_TRADE,NVDA,BAKER_NAMED,LONG,Baker's high-conviction view that most ASICs will fail and Nvidia's annual cadence raises the competitive bar continuously makes NVDA the clear dominant beneficiary by default; AMD is called out as unlikely to displace this dynamic but shorting it is secondary to the core NVDA-bullish thesis.,YES,YES
2025-12-09,DRAM / HBM memory bottleneck,9,MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The primary thesis is about Anthropic, a private company; the public company mentions (GOOGL, AMZN, NVDA) are incidental infrastructure context rather than actionable bullish/bearish calls.",YES,NO
2025-12-09,Edge AI as bear case for cloud,5,"AAPL, QCOM",CONSTRUCTED,MIXED,"NVDA, AMD, AVGO",OBVIOUS_UNIVERSE,SHORT,"Bearish on cloud AI inference compute demand and GPU/TPU datacenter buildout, whose most obvious public beneficiaries are the major AI chip companies.",YES,NO
2025-12-09,Nuclear/quantum bubble warning,1,,NO_BASKET,SHORT,"IONQ, RGTI, QBTS, QUBT, SMR, OKLO, NNE, LEU",OBVIOUS_UNIVERSE,SHORT,"Baker calls pure-play public quantum computing and nuclear/SMR stocks 'really clear bubbles' with valuations disconnected from fundamentals, and the obvious small public universe of pure-play names in these niches is well-known.",YES,NO
2025-12-09,Optical networking / interconnect,8,"CIEN, COHR, LITE",BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly identifies Nvidia as the beneficiary of power-scarcity-driven pricing power with high conviction, arguing its margins are structurally protected against ASIC competition.",YES,NO
2025-12-09,Orbital / space-based compute,1,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,TSLA,BAKER_NAMED,LONG,"Baker explicitly names Tesla as the only publicly traded company in the SpaceX/xAI/Tesla convergence around orbital compute infrastructure, which he calls the most important development of the next 3-4 years with high conviction.",YES,NO
2025-12-09,Power / watts as binding constraint,6,"VST, CEG",BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly identifies Nvidia as having durable, structurally protected pricing power due to power scarcity making their GPUs the most compute-efficient option, with high conviction.",YES,NO
2025-12-09,Reasoning / inference-time compute,5,GOOGL,BAKER_NAMED,LONG,META,BAKER_NAMED,LONG,"Baker explicitly identifies Meta as the only publicly traded pure-play among the top four frontier labs benefiting from the reasoning model data flywheel, with high conviction.",YES,YES
2025-12-09,SaaS existential disruption,5,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,"MSFT, CRM, NOW, HUBS, GTLB, TEAM",BAKER_NAMED,PAIR_TRADE,"Baker is bullish on MSFT as the only incumbent executing correctly, and bearish on CRM, NOW, HUBS, GTLB, TEAM as SaaS incumbents facing existential disruption risk from refusing to cannibalize their margins for AI agents.",YES,YES
2025-12-09,Scaling laws intact,8,SMH,OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,Baker explicitly argues that confirmed pre-training scaling laws are bullish for Nvidia as the direct beneficiary of sustained GPU demand on Blackwell hardware.,YES,NO
2025-12-09,SpaceX ecosystem / Starship economics,5,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,TSLA,BAKER_NAMED,LONG,"Baker identifies TSLA as the only publicly traded equity expression of a mutually reinforcing ecosystem he views positively, implying a bullish stance albeit at moderate conviction.",YES,NO
2025-12-09,TSMC capacity discipline,1,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,INTC,BAKER_NAMED,LONG,"Baker argues TSMC's conservative capacity expansion creates a supply gap that Intel under Lip-Bu Tan can fill, making Intel a beneficiary.",YES,NO
2025-12-09,Trainium / Amazon custom silicon,1,AMZN,BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,Baker's high-conviction view is that Nvidia remains the dominant AI accelerator beneficiary by default since nearly all ASICs except TPU and Trainium will fail and Nvidia's annual cadence keeps raising the bar for competitors.,YES,NO
2025-12-09,xAI competitive position,9,,NO_BASKET,LONG,NVDA,BAKER_NAMED,LONG,"Baker identifies NVDA as the clearest public-market beneficiary of XAI's Blackwell GPU deployment, with high conviction that this strengthens XAI's position and directly benefits Nvidia as the supplier.",YES,NO
2026-02-24,AI bubble not happening,4,SMH,OBVIOUS_UNIVERSE,LONG,TSM,OBVIOUS_UNIVERSE,LONG,"Explicitly bullish on wafer and power chokepoints; TSM is the only leading-edge fab pure play and was named, while power infrastructure is too broad to resolve to specific tickers.",YES,NO
2026-02-24,Optical networking / interconnect,9,"CIEN, COHR, LITE",BAKER_NAMED,LONG,,NO_BASKET,,"The thesis is about Anthropic, a private company with no public stock, and no actionable public equity play is implied.",YES,NO
2026-02-24,Orbital / space-based compute,2,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis centers on SpaceX/Starlink which is private, and the speaker explicitly notes no clean US-listed pure-play equity expression exists.",YES,NO
2026-02-24,SaaS existential disruption,6,"CRM, NOW, TEAM, SNOW, HUBS",OBVIOUS_UNIVERSE,SHORT,HUBS,BAKER_NAMED,SHORT,"Baker explicitly cites HubSpot's collapse as early evidence of structural repricing of pure-play SaaS companies due to AI-enabled vibe coding, with high conviction that this sector faces existential risk; the broader pure-play SaaS universe is too large to enumerate but HUBS is the specifically named example.",YES,YES
2026-02-24,Uranium enrichment / national security,1,LEU,BAKER_NAMED,LONG,LEU,OBVIOUS_UNIVERSE,LONG,"The speaker is bullish on domestic US uranium enrichment capacity buildout, and LEU (Centrus Energy) is the only meaningful publicly traded US uranium enrichment company, making it the obvious public market beneficiary of this thesis.",YES,NO
2026-03-02,Broad AI bullish / early innings,7,SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,This is a broad macro-structural thesis about AI as a multi-decade trend without naming specific companies or a sufficiently narrow sector to resolve into specific tickers.,YES,NO
2026-05-12,DRAM / HBM memory bottleneck,10,MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The summary explicitly states his directional view (bullish or bearish) is not disclosed, making the thesis not actionable despite high conviction on memory cycle dynamics.",YES,NO
2026-05-12,Neoclouds as durable model,2,"CRWV, NBIS",BAKER_NAMED,LONG,"CRWV, NBIS",OBVIOUS_UNIVERSE,LONG,"Baker expresses high conviction that neo/specialist cloud providers represent a durable, defensible business model with operational moats, and CRWV and NBIS are the two publicly traded companies in this small niche.",YES,YES
2026-05-12,Orbital / space-based compute,3,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"This is a passing thematic observation about orbital compute with no specific companies, no directional conviction, and no actionable thesis.",YES,NO
2026-05-12,TSMC capacity discipline,2,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,TSM,BAKER_NAMED,LONG,"Baker explicitly identifies TSMC as a core long position, arguing its deliberate capacity restraint makes it the critical chokepoint beneficiary of a prolonged AI upcycle.",YES,NO
2026-05-20,AI destroying application layer value,1,SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"While bearish on incumbent SaaS companies as a category, no specific companies or a sufficiently narrow sector with an obvious small public universe are identified to construct a actionable trade.",YES,NO
2026-05-20,DRAM / HBM memory bottleneck,11,MU,OBVIOUS_UNIVERSE,LONG,"MU, AMAT, LRCX, KLAC",OBVIOUS_UNIVERSE,PAIR_TRADE,"Baker is explicitly long DRAM (Micron as the US-listed pure play) and skeptical of semi-cap equipment multiples at 40x earnings, implying long MU vs short the obvious semi-cap equipment names (AMAT, LRCX, KLAC).",YES,NO
2026-05-20,Disaggregation prefill/decode,1,NVDA,OBVIOUS_UNIVERSE,LONG,CRWV,OBVIOUS_UNIVERSE,LONG,"Bullish on GPU-backed private credit financing and cloud operators leasing GPU capacity, with CoreWeave explicitly cited as the benchmark beneficiary of compressing financing rates from 7% to 5-6%.",YES,NO
2026-05-20,Google TPU competitive position,4,GOOGL,BAKER_NAMED,LONG,GOOGL,BAKER_NAMED,SHORT,"Baker expresses high-conviction bearish view on Google due to a structural, self-inflicted loss of cost-per-token leadership from conservative TPU v8 design, negatively impacting AI monetization and cloud competitiveness.",YES,YES
2026-05-20,Inference economics / token factories,1,CRWV,BAKER_NAMED,LONG,,NO_BASKET,,The thesis is about private companies (Anthropic and OpenAI) with no directly tradeable public equity.,YES,YES
2026-05-20,Optical networking / interconnect,10,"CIEN, COHR, LITE",BAKER_NAMED,LONG,ALAB,BAKER_NAMED,LONG,"Baker explicitly identifies ALAB as a high-conviction long, arguing it is miscategorized and mispriced as a 'copper loser' when it structurally benefits from both copper and optical connectivity.",YES,NO
2026-05-20,Orbital / space-based compute,4,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,"GEV, VST, CEG, TLN",OBVIOUS_UNIVERSE,LONG,"Bullish on power generation and grid infrastructure benefiting from AI data center buildout through 2027-2028, with GEV mentioned for turbine manufacturing and clean power producers with contracted capacity (VST, CEG, TLN) as obvious public beneficiaries of near-term power scarcity.",YES,NO
2026-05-20,Power / cooling equipment suppliers,1,"VRT, ETN, PWR",BAKER_NAMED,LONG,"GEV, ETN, VRT, PWR",BAKER_NAMED,SHORT,"Baker expresses a bearish structural risk warning on terrestrial power production and cooling infrastructure companies ramping capacity, with these four tickers mentioned as representative of that ecosystem.",YES,NO
2026-05-20,Power / watts as binding constraint,7,"VST, CEG",BAKER_NAMED,LONG,,NO_BASKET,,"The primary enabler cited is SpaceX, which is private, and the summary explicitly states no liquid US-listed equity is an unambiguous direct beneficiary.",YES,NO
2026-05-20,SpaceX ecosystem / Starship economics,6,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,"ASML, KLAC, LRCX, AMAT",BAKER_NAMED,LONG,"Baker explicitly identifies semi-cap equipment suppliers as long-term structural beneficiaries deeply embedded in TerraFab's buildout, naming ASML, KLAC, LRCX, and AMAT.",YES,NO
2026-05-20,TSMC capacity discipline,3,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"Baker is presenting TSM as an analytical lens and leading indicator to monitor, not making a directional call to buy or sell any specific stock or sector.",YES,NO
2026-05-22,AI capex ROI positive,7,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"GOOGL, META, AMZN, MSFT, NVDA",OBVIOUS_UNIVERSE,LONG,"Bullish thesis that hyperscaler GPU capex is justified by real inference revenue and ROI, vindicating the named hyperscalers and NVDA as the obvious GPU infrastructure supplier.",YES,NO
2026-05-22,China AI distillation / export controls,7,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,NVDA,BAKER_NAMED,LONG,Baker's thesis implies a policy shift allowing depreciated GPU sales to China would be modestly positive for Nvidia by opening an incremental revenue channel.,YES,YES
2026-05-22,DRAM / HBM memory bottleneck,12,MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis is primarily about SpaceX (private company) and EWS; NVDA is explicitly described as only a loose downstream beneficiary, not a direct investment thesis.",YES,NO
2026-05-22,Disaggregation prefill/decode,2,NVDA,OBVIOUS_UNIVERSE,LONG,CRWV,BAKER_NAMED,LONG,"Baker explicitly argues neo-cloud operators like CoreWeave are vindicated by longer GPU useful lives, making CRWV a direct beneficiary of this re-rating; NVDA is mentioned as a catalyst but the actionable thesis centers on neo-cloud operators.",YES,NO
2026-05-22,Neoclouds as durable model,3,"CRWV, NBIS",BAKER_NAMED,LONG,CRWV,BAKER_NAMED,LONG,"Baker explicitly argues neo-cloud operators like CoreWeave are vindicated by longer GPU useful lives, validating their financing structures and implying equity re-rating upward.",YES,YES
2026-05-22,Optical networking / interconnect,11,"CIEN, COHR, LITE",BAKER_NAMED,LONG,,NO_BASKET,,"This is a broad macro/geopolitical thesis about US relative advantage from energy self-sufficiency, not a actionable view on specific companies or a narrow sector with an obvious small public universe.",YES,NO
2026-05-22,Orbital / space-based compute,5,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis is bullish on SpaceX, which is private, and no public company is identified as a structural beneficiary.",YES,NO
2026-05-22,SpaceX ecosystem / Starship economics,7,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis is primarily about SpaceX (private company) and EWS; NVDA is explicitly called only a loose downstream beneficiary, not a direct investment recommendation.",YES,NO
2026-05-28,AI bubble not happening,5,SMH,OBVIOUS_UNIVERSE,LONG,"GOOGL, MSFT, AMZN, META, TSM, NVDA",BAKER_NAMED,LONG,"Baker explicitly argues for being long the AI infrastructure stack, naming hyperscalers and key suppliers as beneficiaries of a durable supercycle with constrained supply meeting surging demand.",YES,NO
2026-05-28,DRAM / HBM memory bottleneck,13,MU,OBVIOUS_UNIVERSE,LONG,"000660.KS, MU",BAKER_NAMED,LONG,"Baker is clearly bullish on SK Hynix's dominant HBM position with ~70% margins and extraordinary pricing power, and identifies MU as the US-listed proxy for this thesis.",YES,NO
2026-05-28,Edge AI as bear case for cloud,6,"AAPL, QCOM",CONSTRUCTED,MIXED,,NO_BASKET,,"He explicitly does not hold Apple as an investment expression and identifies no specific investable names for the SLM-on-device theme, making this a thematic observation without actionable trades.",YES,NO
2026-05-28,Orbital / space-based compute,6,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis centers on SpaceX, a private company, and the speaker himself acknowledges limited actionability in public markets with no pure-play public orbital compute company existing.",YES,NO
2026-05-28,Power / watts as binding constraint,8,"VST, CEG",BAKER_NAMED,LONG,"GOOGL, MSFT, AMZN, META, TSM, NVDA",BAKER_NAMED,LONG,"Baker explicitly advocates being long the AI infrastructure stack, naming these hyperscalers and key suppliers as beneficiaries of constrained supply meeting surging demand in a multi-year supercycle.",YES,NO
2026-05-28,SpaceX ecosystem / Starship economics,8,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis centers on SpaceX, a private company, and the speaker himself acknowledges limited actionability in public markets with no pure-play public orbital compute company existing.",YES,NO
2026-05-28,TSMC capacity discipline,4,"NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,"TSM, ASML",BAKER_NAMED,LONG,"Baker describes TSMC's supply constraint and ASML's monopoly as durable and investable structural advantages, with high conviction that these bottlenecks make both companies essential and unassailable.",YES,NO
2026-06-07,AI bubble not happening,6,SMH,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,This is a broad macro-valuation warning on the entire technology sector without naming specific companies or a sufficiently narrow niche to resolve into a small ticker basket.,YES,NO
2026-06-07,DRAM / HBM memory bottleneck,14,MU,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"Zipline is a private company with no publicly traded equity, so the bullish thesis cannot be acted on via public markets.",YES,NO
2026-06-07,Disaggregation prefill/decode,3,NVDA,OBVIOUS_UNIVERSE,LONG,ANET,BAKER_NAMED,LONG,"Baker explicitly names Arista Networks as a high-conviction position in the AI networking infrastructure supercycle, with the other named company being private and thus not tradeable.",YES,NO
2026-06-07,SpaceX ecosystem / Starship economics,9,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The thesis is about private VC industry dynamics and private companies (SpaceX, Anthropic, OpenAI) with no public stocks to trade.",YES,NO
2026-06-11,AI capex ROI positive,8,"AMZN, MSFT, GOOGL, META",OBVIOUS_UNIVERSE,LONG,"AMZN, MSFT, GOOGL, META, EQIX, DLR, VST, CEG, GEV, ETN, PWR",OBVIOUS_UNIVERSE,LONG,"Baker explicitly endorses owning hyperscalers, power infrastructure, and data center operators as beneficiaries of rising AI compute monetization per gigawatt.",YES,NO
2026-06-11,DRAM / HBM memory bottleneck,15,MU,OBVIOUS_UNIVERSE,LONG,"NVDA, SMCI, ANET",BAKER_NAMED,LONG,"Baker expresses high conviction that the market is underestimating long-run compute infrastructure demand, with the explicit investment implication to be long GPU and datacenter capacity providers, and NVDA, SMCI, ANET are mentioned as companies in that space.",YES,NO
2026-06-11,Open source AI bullish for hardware,1,NVDA,OBVIOUS_UNIVERSE,LONG,"NVDA, AMD, AVGO, MRVL, ANET",OBVIOUS_UNIVERSE,LONG,"Baker argues open-source AI commoditization shifts spending toward compute infrastructure, making GPU, networking, and accelerator providers the clear beneficiaries — a small, obvious public universe of semiconductor and networking companies.",YES,NO
2026-06-11,Orbital / space-based compute,7,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"The core thesis is about SpaceX, a private company with no public stock; GOOGL is mentioned only as a customer, not as a bullish/bearish call.",YES,NO
2026-06-11,Power / watts as binding constraint,9,"VST, CEG",BAKER_NAMED,LONG,"MSFT, AMZN, GOOGL, META, EQIX, DLR, VST, CEG, TLN",OBVIOUS_UNIVERSE,LONG,"Explicitly endorses owning hyperscalers, power infrastructure, and data center operators benefiting from rising AI compute monetization rates per gigawatt.",YES,NO
2026-06-11,SpaceX ecosystem / Starship economics,10,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,,NO_BASKET,,"SpaceX is a private company with no public stock to trade, and the bullish thesis is entirely centered on this private entity.",YES,NO
2026-06-12,Datacenter physical assets,1,"EQIX, DLR",OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The primary beneficiary of his thesis (orbital compute/SpaceX) is private with no public pure-play, and his view on existing terrestrial data centers (EQIX, DLR) is neutral — they 'retain value' but don't capture the growth — which is neither clearly bullish nor bearish enough to act on.",YES,NO
2026-06-12,Neoclouds as durable model,4,"CRWV, NBIS",BAKER_NAMED,LONG,CRWV,OBVIOUS_UNIVERSE,LONG,"He expresses high conviction that the compute shortage supports pricing power for neoclouds and GPU cloud providers, with CRWV being the most prominent public neocloud mentioned.",YES,YES
2026-06-12,Orbital / space-based compute,8,SPCX,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The primary beneficiary identified is SpaceX, which is a private company with no public stock; SPXC (SPX Corporation) is unrelated and only incidentally mentioned.",YES,NO
2026-06-12,Power / watts as binding constraint,10,"VST, CEG",BAKER_NAMED,LONG,,NO_BASKET,,SpaceX is a private company with no public stock; SPXC (SPX Technologies) is unrelated to SpaceX and was likely an incidental/erroneous mention.,YES,NO
2026-06-12,SpaceX ecosystem / Starship economics,11,SPCX,OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"SpaceX is a private company with no public ticker; the bull case is entirely about a private entity, so there is no actionable public stock trade.",YES,NO
2026-06-15,CDN / token delivery path,1,"NET, FSLY, AKAM",BAKER_NAMED,LONG,"NET, FSLY, AKAM",BAKER_NAMED,SHORT,"Baker argues CDN stocks may be overpricing an AI token-path narrative not supported by actual token delivery volumes, implying bearish view on these names.",YES,NO
2026-06-15,China AI distillation / export controls,8,"ASML, LRCX, AMAT, KLAC",OBVIOUS_UNIVERSE,LONG,,NO_BASKET,,"The thesis centers on private companies (OpenAI, Anthropic, DeepSeek) with no directly actionable public equity trade identified.",YES,YES
2026-06-15,Datacenter physical assets,2,"EQIX, DLR",OBVIOUS_UNIVERSE,LONG,"META, AMZN, GOOGL, MSFT, EQIX, DLR",OBVIOUS_UNIVERSE,LONG,"Bullish on asset-heavy AI infrastructure companies (hyperscalers and data center REITs) arguing their installed physical assets are undervalued on EV/net PP&E, with the named companies being the obvious public universe for this thesis.",YES,NO
2026-06-15,Inference economics / token factories,2,CRWV,BAKER_NAMED,LONG,CRWV,OBVIOUS_UNIVERSE,LONG,"Baker is explicitly defending the neocloud business model as durable and sufficient, and CRWV (CoreWeave) is the most prominent public pure-play neocloud/token factory fitting his thesis.",YES,YES
2026-06-15,Meta AI transformation,3,META,BAKER_NAMED,LONG,,NO_BASKET,,"Baker explicitly frames Meta as a 'we'll see' situation with no high-conviction directional call, stopping short of a bullish or bearish recommendation.",YES,NO
